occupation	zip	radius	recency	job type	salary	description	job title	company	city	state	location	source	post date	url
software engineer	10001	30	100	fulltime	0	Software Engineer, Creative &amp; Media Delivery We are building a revolutionary programmatic creative platform at scale. As a Software Engineer on the Creative &amp; Media Delivery team, you will be at the center of innovation and development of our proprietary tools for building and configuring highly dynamic and customizable marketing experiences. In this role, you will be responsible for designing and implementing elegant software, championing and evangelizing best practices as well as owning complex projects. We are looking for hardcore full-stack Engineers that have deep experience with front-end frameworks as well as solid background in backend development and enterprise system design. About the Role You will: Develop new products and features; build upon and maintain existing ones Write fast and elegant code with testability in mind Improve our devops, deployment, and automated testing practices Actively participate in our agile process Provide engineering support for other departments as needed Generate new product and feature ideas (e.g. Hackathons, brainstorming, etc) About You Bachelor’s degree or equivalent experience Experience with Javascript and related technologies (coffeescript, Angular) Well-rounded experience building UIs &amp; APIs. Experience with object-oriented languages such as Ruby, Python, Java or Go Experience with SQL About Spongecell: Spongecell is changing the way digital ads are built, making it faster, easier and more efficient to get breakthrough online creative in front of consumers, wherever they may be. Our Creative Management Platform brings together versioning, decisioning and analytics all under one roof, offering a seamless solution for the data-driven advertiser. This is the world of Programmatic Creative, and we’re making it smarter and more powerful every day. Spongecell attracts people who are intelligent, results driven, collaborative and fun. We'll provide you a competitive salary, great benefits (employer sponsored health, dental and vision, 401k, great vacation offerings and holidays) and more... We'll provide you with a challenge, a chance to learn a lot, and a fun and exciting work environment We listen to your opinions about our company and encourage you to contribute in ways that interest you For more information, please visit: http://www.spongecell.com/	Software Engineer, Creative & Media Delivery	Spongecell	New York	NY	New York, NY	Spongecell	Sat, 29 Aug 2015 04:11:17 GMT	http://www.indeed.com/viewjob?jk=ab7e690fd9f73b88&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	Software Engineer 2 Location US- NJ, Jersey City Req # 28347 Functional Area College Graduates Preferred Experience Entry Level Preferred Education Masters Degree Position Summary At Citrix, SaaS Division, we build beautifully simple and easy-to-use Cloud-based, cross-platform Web, Mobile and Desktop software products. You probably know us by such industry-defining brand names as GoToMeeting®, GoToMyPC® and ShareFile®, as well as other award winning products and services. Citrix SaaS enables customers around the world to enjoy highly productive, mobile workstyles. The Opportunity Citrix SaaS division is growing and we're looking for a Software Engineer 2 to join our Audio Platform team in Jersey City, NJ. Citrix SaaS division operates one of the largest distributed audio conferencing infrastructures in the world. Our HD audio is integrated in all of our collaboration SaaS offerings and also available as a standalone product. As a Software Engineer of the Audio Platform team, you will be responsible for design, evaluation and implementation of innovative software components for real-time audio processing. You will help us to implement our next generation audio platform delivering leading edge audio quality to customers using our collaboration software (GoToMeeting, GoToWebinar, and GoToTraining) as well as our stand-alone audio conferencing service (Open Voice). You’ll apply your skills and experience in an agile/scrum environment, working closely with developers, designers, and product managers. If you are looking for an opportunity to work on cutting edge, cloud based, Software-as-a-Service products for a major player in the software/tech industry this just may be the place for you!. Qualifications and Requirements Bachelor’s degree or equivalent in computer science, electrical engineering, or related field is preferred, with approximately 2 years of directly related work experience; no actual work experience may be required for individuals holding a Master’s or higher degree in one of these fields; equivalent experience may be substituted for formal education. Proficiency in C++ and one or more scripting languages (e.g., JavaScript, Unix shell, Python) are required. Proficiency in Unix programming required. Knowledge and experience with OOAD principles and methodologies (e.g., UML) and OS concepts Knowledge in real-time communication server design and architecture. Knowledge in Networking technologies and multi-threaded programming Knowledge with client-server systems, Internet communication protocols and real-time communication protocols (RTP, SIP/SDP, H.323) Knowledge of highly scalable, distributed fault tolerant systems. Experience in using tools like Visio, Word, Excel, etc. to create sophisticated design &amp; architectural diagrams and documentation. Experience of SW Engineering Process and Configuration Management tools Experience implementing, unit testing, debugging and integrating code of moderate complexity 	Software Engineer 2	Citrix Systems, Inc.	Jersey City	NJ	Jersey City, NJ	Citrix Systems, Inc.	Thu, 01 Oct 2015 09:13:00 GMT	http://www.indeed.com/viewjob?jk=8059e100a6f05a94&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	We are seeking a talented infrastructure software engineer to join our growing technology team. You will design and implement the software subsystems that form the backbone of Two Sigma’s research and trading software. You will tackle a broad range of challenges, including: Requirements-gathering, architecting, and designing solutions; Developing software systems in Java, C and/or Python; Defining and collecting goal-focused metrics; Optimizing performance. Requirements Include: Strong computer science background. Solid programming skills in Java, C and/or Python. Superior communication and organizational skills. Proven ability to analyze and optimize data structures and algorithms for efficiency. Understanding of concurrency and distributed computing. General familiarity with existing open-source software packages. 	Infrastructure Software Engineer	Two Sigma Investments, LLC.	New York	NY	New York, NY	Two Sigma Investments, LLC.	Mon, 07 Sep 2015 06:06:32 GMT	http://www.indeed.com/viewjob?jk=57a15af9ff193ed9&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	Design and develop computer software systems by applying principles and techniques of computer science and mathematical analysis. Develop service-oriented architecture for building distributed systems and data grid implementation for large-scale, data-intensive applications. Utilize various software design patterns, effective development methodologies, and deep understanding of multithreading and real-time software architectures. REQUIREMENTS Master of Science in computer science or computer engineering and two years of Java related software development experience or Bachelor of Science in computer science or computer engineering and five years of software development experience. Must have experience with Adobe Flex3, Adobe AIR, Java, JavaScript, J2EE, AJAX, Hibernate, Web Services, Grails, SAML, Apache CXF, Axis, Globus Toolkit, XSLT, XSD, Spring, XML, SAX parsers, JDBCTomcat, Oracle, ServiceMix, and MithConnect, Weblogic, Websphere, Linux, and service oriented architecture (SOA). HOW TO APPLY Send resumes to: Lab49 Inc. Attn: HR 1345 6th Avenue, New York City, NY 10105	SOFTWARE ENGINEER	Lab49	New York	NY	New York, NY	Lab49	Sat, 05 Sep 2015 06:38:55 GMT	http://www.indeed.com/viewjob?jk=4a17ab3c7869ce75&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	Job Description We’re looking for a PHP developer with 4+ years experience. You will help maintaining internal and external-facing web applications. Duties &amp; Responsibilities: Develops applications, web-based software, components and services depending on chosen skill set Tracks down and corrects bugs and defects in existing software Makes other changes or improvements to existing software Works closely with Project Managers, QA and development teams to drive projects through to completion. Skills &amp; Requirements 4+ years of PHP development experience &amp; complete fluency in PHP5 Very experience with MySQL and relational database concepts BA/BS degree preferred or equivalent experience will be considered Highly responsible, self-motivated and able to thrive in an energetic, fast-paced, creative environment. Strong work ethic and able to work effectively independently and in collaborative team environments Hands-on; completes tasks and dependable; proactive in nature Knows what needs to be done and operates with a sense of urgency, focus and discipline. Have excellent communication skills (written, verbal, presentation and interpersonal). Team player, with a strong sense of ownership and a ‘get things done’ attitude. Detailed oriented persona, who is very meticulous about their work. Above all, ethical, fair and maintaining high integrity. Familiarity with Java and/or C++ 	Backend Software Engineer – PHP	Smith & Keller	New York	NY	New York, NY	Smith & Keller	Fri, 09 Oct 2015 23:29:45 GMT	http://www.indeed.com/viewjob?jk=36aea753cce5e372&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	RESPONSIBILITIES: Kforce's client, an elite firm in New York, New York (NY) is looking for a Senior Software Engineer - Salesforce who is an enthusiastic problem-solver and proactively dives into technical challenges and best practices research. Overview: The client has over 600 users and expects this number to jump to over 800 as the candidate evolves Salesforce at this firm! The candidate needs to work closely with the Product Management Team, understand business requirements/priorities and successfully implement solutions using Agile development methodology. At this company, the successful applicant will collaborate with a group of quick witted, humorous, and extremely dedicated coworkers and clients who are all passionate about digital media. The work environment is inviting and this individual will work in an open modern space where they will often find groups in casual brainstorming sessions sharing ideas and strategies for new initiatives. Everyone has a voice at within this company, and they are open to new ways of thinking, especially those that will contribute to the overall success of the company. Opinions and ideas are always welcome, in fact, they are encouraged! Responsibilities: Develop software solutions using Java, Salesforce.com APIs (tooling, streaming, REST, SOAP), and 3rd party APIs Contribute to the overall configuration, design and layout of the Salesforce.com system architecture Apply functional knowledge and technical expertise in the development and maintenance of custom S alesforce.com applications Participate in cross-functional teams that address strategic business issues Monitor the support queue for incoming requests and adjust activities as necessary based on priority; determine an appropriate course of action for these requests, and follow them through to completion Follow standard coding practices, keeping custom code organized, readable, maintainable, and documented REQUIREMENTS: Bachelor's degree in Computer Science (or related field) or relevant experience 8+ years of experience in software development (focus on object-oriented programming, using Java, J2SE, J2EE preferred) 5+ years of development experience on the Salesforce platform Excellent knowledge of Salesforce security model that consist of Profiles, OWD, and Sharing rules Experience integrating Force.com development with modern deployment and release processes (e.g., agile, continuous integration, Jenkins, and Git) Excellent knowledge of Salesforce configuration that consists of Workflows, Email Templates, Approval Processes, Flows, and Sites Previously worked as a Lead with experience in Design, Architecture, Migrations, Merge of Multiple instances, Continuous Integration - all as they relate to Salesforce 	Software Engineer - Salesforce - Elite Firm	Kforce	New York	NY	New York, NY	Kforce	Mon, 05 Oct 2015 19:44:18 GMT	http://www.indeed.com/viewjob?jk=ab2ea00f66f7c2fe&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	Dealertrack is currently looking for a Software Engineer with web development experience in Python - Django and exposure to Software as a Service to join our team in Lake Success, NY. Who We Are + What We Do: Dealertrack is the leading provider of digital solutions for automotive retail. Combining dealer perspectives, consumer insights, and tech-fueled innovation, we’ve built a marketing, sales, and operations platform that’s helping to transform the automotive retail industry. Our offices span nearly 20 cities from coast to coast with location-specific programs and amenities to create work environments that nurture collaboration, creativity, innovation and professional development. Our Engineering Team: Our Software Engineers are energetic influencers who have built a world-class software platform, for auto dealers, from the ground up. We’re looking for thinkers at every stage in their career with intensity and creativity to take on the biggest challenges in our industry. Risk-taking is encouraged here, and we reward great results. Collaboration and support are woven into the fabric of everything we do; from 24-hour Hackathon groups to sprint reviews and scrum teams, you’ll be immersed in an environment that nurtures individualism, creative problem-solving, and intellect. The Job: As a Software Engineer, you will work in a collaborative team environment that encourages you to perform at your best, and challenges you to engineer elegant solutions for complex business problems. You will architect, design and develop robust software systems with unit and systems testing. You will need to be able to quickly learn and use new technologies, troubleshoot difficult problems and be an expert with the software lifecycle including scoping and estimation of requirements along with writing of technical documentation. Technology We Use: Github Enterprise, Continuous Integration, Jenkins, Python, Django, Celery, Django Rest Framework, SQLAlchemy, Redis, MongoDB and vagrant. Responsibilities: Coding of SaaS applications in an Agile development environment Developing automated tests, predicting areas of risk, and coordinating with our QA staff to achieve the best blend of error prevention and error detection possible Collaborate with other developers on best practices, code reviews, internal tools and process improvements Guide, coach and mentor team members as required, assisting in the team’s skills development during software development projects What We Look For: Bachelor’s degree in Computer Science or related field or equivalent experience. 3 - 5 years of related work experience. 3 – 4 years of total experience in object oriented web development (OOD) 2+ years of experience of web development with Python/Django 2 years of Java or other OOD web technology Ability to work independently; designing, developing and deploying solutions, and to deliver projects on time with minimal direction Experience with both UI and backend development including using one ORM technology 2+ years of experience with development work on Linux Experience using development tools include source control (SVN, Git, Mercurial), IDEs, and defect tracking tools Ability and desire to learn new skills and technologies are essential Stay connected and follow us on Twitter @DT_Careers to get the latest updates on new opportunities. Company: Dealertrack	Python Software Engineer	Dealertrack	Lake Success	NY	Lake Success, NY	Dealertrack	Tue, 29 Sep 2015 00:06:35 GMT	http://www.indeed.com/viewjob?jk=f529a2011e34885c&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	Have you ever wondered what sort of systems and software power the world's largest e-Commerce operation? How do you ensure that you serve up the freshest possible information to hundreds of millions of Amazon's customers around the world 24x7x365? Welcome to the world of highly distributed systems and massive scale. Amazon is a place where builders can build. If you have a passion for how web applications should be built, care about making other developers’ lives better, want to work with world-class engineers to solve hard problems, we'd love to talk to you! We are looking for a passionate, results-oriented, innovative Software Engineer to drive the design and implementation of application profiling and analytics tools for use across Amazon. A successful candidate will have a strong software background in frontend development framework and web standards, as well as background in large-scale, multi-tiered, distributed software applications, systems and services. We require exceptional design skills, excellent problem solving, and strong communication skills. The right candidate will not only be building the product but also managing the community around it. Daily work will involve liaising with the Amazon developer community, other senior developers and principals. Basic Qualifications Bachelor's degree in Computer Science or a related field 4+ years professional experience in software development Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem solving, and complexity analysis Proficiency in, at least, one modern programming language such as Java, C# Preferred Qualifications Prior experience in Application profiling and performance analysis, ideally both front and back end. Strong software background in frontend development framework and web standards, building web application tools Experience driving the architecture and design of large-scale, multi-tiered, distributed software applications, databases, tools, systems and services using service-oriented architecture, object-oriented design, distributed programming, Java and SQL. Experience gathering business and functional requirements from external and/or internal customers and end-users, and translating requirements into technical specifications to build robust, scalable, supportable solutions that work well between a range of complex systems. Experience serving as technical lead throughout the full development lifecycle, end-to-end, from scoping, planning, conception, design, implementation and testing, to documentation, delivery and maintenance. Experience providing design reviews for other engineers, including feedback on architecture and design issues, as well as integration, performance and scalability. Hands-on expertise in many disparate technologies, typically ranging from front-end user interfaces through to back-end systems and all points in between. 	Software Engineer – Application Profiling / Analytics Tools	Amazon Corporate LLC	New York	NY	New York, NY	Amazon.com	Thu, 10 Sep 2015 05:15:54 GMT	http://www.indeed.com/viewjob?jk=d0da303b2a16d594&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	Job Summary Education BS or MS in Computer Science or in a related field Career Level Senior Job Type Full Time Positions Available 1 Job Description Job Responsibilities Responsible for testing and troubleshooting XML messaging flows. Creating end-to-end tests for sending XML requests from a simulator and verifying the responses and subsequent notifications. Participates on teams involved in cross product solutions and interfaces to other products. Thrive in a high pressure, customer-focused environment. Required Minimum of 5 years experience as a Senior Developer Java J2EE EJB experience XML JSON HTTP and HTTPS protocols, including certificate management Linux Software configuration tools (source control, defect tracking, etc.) Agile/Lean methodology JBoss application server experience Preferred Oracle RDBMS and JDBC experience Process monitoring and logging experience Messaging experience, e.g. JBoss Active MQ or similar Experience with latest SW development tools such as Eclipse IDE and Maven Inquire about this position Attach CV / Resumé Enter the text you see below Contact Information For more information about working at GlobalLogic, feel free to contact us directly. United States Recruiting +1 408 273 8900 careers-us@globallogic.com See our Contact page for numbers and addresses in other cities and countries.	Senior Software QA and Development Engineer_IC	GlobalLogic, Inc.	Piscataway	NJ	Piscataway, NJ	GlobalLogic, Inc.	Mon, 05 Oct 2015 20:08:31 GMT	http://www.indeed.com/viewjob?jk=3d5d7a9fdad786c0&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	As a member of the Technology team you will collectively be responsible for the development of Vidyo SDK’s next generation architecture. The Vidyo SDK is a multi-platform software component library that spans both client and server application environments. In this role, you will work on the design and implementation of the next generation communication delivery system, including multi-party chat, presence, file transfer, and audio and video conferencing. What you’ll do: Work on the design and implementation of the next generation communication delivery system, including multi-party chat, presence, file transfer, and audio and video conferencing New feature design and implementation Integrate newly available technologies and devices Deliver Vidyo SDK APIs to content creators and ensure usability Develop tools and automation to deliver robust software components Who you are: You have at least 3 years of experience in software design and development You have strong knowledge of system-level C/C++ programming for large and complex systems You understand algorithms, data structures, threading/asynchronous programing You’ve worked with at least 2 of the following Operating Systems: Android, iOS, Linux, OS X, and Windows You have excellent communication and problem-solving skills You have a degree in CS/EE A Plus : You’re experienced with Presence, Multi-party chat, and/or file transfer You’ve worked with XMPP signaling or VOIP signaling protocols You understand media transport protocols: RTP, ICE, TURN, etc. You’re knowledgeable with Web technologies (WebRTC, Websockets, HTTP) Interested candidates may send their resume to careers@vidyo.com and reference Tech in the subject line.	Senior Software Engineer (Tech Group)	Vidyo	Hackensack	NJ	Hackensack, NJ	Vidyo	Mon, 12 Oct 2015 20:36:57 GMT	http://www.indeed.com/viewjob?jk=d463a30f87956c55&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	A Software firm in Hackensack NJ is looking for talented ambitious developers/Engineers to join their team. The company was just featured in INC. magazines, 200th fastest growing company in America and the 7th fastest in all of New Jersey. If you are a looking for a challenging environment where you can grow your career and work with smart, motivated developers, this is the place for you! We are looking for an experienced software engineer to join our development team to help develop the backend of the application, the API and the web UI. The ideal programmer for this position will be detail oriented and able to effectively and successfully work independently as well as within teams, have excellent communication skills, innovative analytic skills, and strong organizational skills. If you've read the requirements and think you'd be a great fit, we'd love to hear from you! RESPONSIBILITIES Contribute to a rapidly growing and robust application using the latest .NET technologies. See projects throughout a full lifecycle from concept and planning to release. This includes writing proper spec, unit tests, performing peer review and integration. Exhibit strong initiative, leadership and accountability on all projects. Coordinate with responsible parties or departments on detailing specs, acquiring necessary content and meeting deadlines. Work closely with an amazing team of engineers and designers. Brainstorm and prototype new concepts and approaches. REQUIREMENTS 5+ years experience in a full time position in a software engineer role Extensive knowledge of test driven development (TDD) and the various quality assurance testing methodologies that encompass the entire software engineering Experience adhering to software engineering best practices for the full development life cycle, including coding standards, code reviews, source control, continuous integration, build processes, testing, and operations Highly proficient in writing well-structured, easily maintainable, well-documented code in C#, MS SQL Server, HTML, CSS, JavaScript + jQuery and writing unit tests in NUnit A solid foundation in computer science, with competencies in object oriented design, database schemas, application architecture, and software design practices BONUS SKILLS Experience with API integration and/or API development Experience with AWS STK for .Net Experience with various types of quality assurance testing including integration, regression, user acceptance, usability and end-to-end testing Contributions to open source projects	Jr. Software Engineer	Huxley Banking & Financial Services	Hackensack	NJ	Hackensack, NJ	Monster	Fri, 06 Nov 2015 23:10:13 GMT	http://www.indeed.com/viewjob?jk=e832d00da5680fac&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	Requisition No.: 118181BR Subsidiary: eBay Marketplaces Primary Job Responsibilities: Highly talented Software Engineer for the Homepage team in NYC, who can substantially contribute in the role of Quality Engineering. Job Requirements: We are seeking a highly motivated Software Engineer, who can contribute in the role of Quality Engineering. You will be working on the Commerce Experience QE team in delivering best in class experiences to our customers. This position requires the candidate to collaborate with folks in other disciplines, specifically Product Management and Product Development but also with User Experience Design, Analytics and Business. The candidate is expected to be a self-starter and team player, and a strong driver for results and continuous improvement. Responsibilities include own quality engineering for assigned product features. The strategy would first identify key aspects from a test perspective and then answer questions like how, when and where these key aspects will be applied (automation, scripts, manual). Define overall test strategy for assigned features. Estimate testing effort, prioritize projects, plan implementations and help rollout changes Define automation strategy and ensure testability Write best in class code to automate testing for your assigned feature areas Develop deep understanding of the product, engineering processes, tools and concepts in order to effectively narrow down defects . Ability to not only find a defect but also to narrow it down to the root cause. This position does require experience to do manual testing as well Participates in test design and test systems architecture discussions, proposes and discusses solutions to system and product changes that are related to domain area Document defects effectively and work with Development team to triage and troubleshoot defects Coordinate testing across multiple teams Participate in product and technology initiatives and recommend improvements Work with other QE engineers, product managers, and product developers to ensure that product specifications describe innovative solutions that meet market needs with respect to functionality, performance, scalability, and reliability, and result in achievable implementation schedules and a product that meets agreed-upon quality standards Identify process, technology challenges and deficiencies that need to be addressed and drive those changes to successful adoption Last Updated: 09/09/2015	Senior Software Engineer, Quality	eBay Marketplaces	New York	NY	New York, NY	Ebay	Wed, 09 Sep 2015 17:50:09 GMT	http://www.indeed.com/viewjob?jk=b4143b132556f11c&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	MLB Advanced Media (MLBAM), the interactive and mobile company of Major League Baseball, is the developer of several award-winning products, apps and services. We are also the industry leader in the development and distribution of live streaming video events over multiple platforms. We are looking to hire multiple ServiceNow software engineers to apply strong technical knowledge and ability to our world leading digital brand. Our software engineers are hands-on and gain professional gratification by having their efforts exposed to millions of users around the globe. Opportunities include the development of custom ServiceNow applications and the development and extension of standard ServiceNow applications such as Asset Management, Change Management, Incident and more. You will work closely with stakeholders across the organization, integrating ServiceNow and contributing to the efficiency and improvements of business processes across the organization. These positions are located in New York, NY We truly believe we offer a unique opportunity for any technologist: The opportunity to work on a bleeding edge technology stack The opportunity to work with a world-class team of Software Engineers The opportunity to work on award-winning and complex apps and systems The opportunity to have an influence on the innovation of products used globally by millions The opportunity to work in a highly collaborative team environment Amazing benefits including - 100% employer-paid Medical, Dental and Vision. Responsibilities: Craft ServiceNow applications and enhancements. Work with a team building software in a collaborative development process Participate in the full-lifecycle of software development (requirements gathering, designing, building, testing and maintenance) Requirements: BS or MS degree in Computer Science or equivalent experience 5+ years of experience building software with Java, Relational Databases Self-learner, independent, and have outstanding problem-solving skills Excellent written and verbal communication skills Preferred, but not required: Extensive ServiceNow development experience JavaScript Expert ServiceNow workflow expertise Extensive experience with all ServiceNow applications including Asset Management, Service Catalog, Change Management, Request Management, Incident and Release Management Experience with Cloud Computing and Platform as a Service technologies Extensive knowledge of Object Oriented Analysis and Design 	Senior ServiceNow Software Engineer	MLB Advanced Media	New York	NY	New York, NY	MLB Advanced Media	Wed, 02 Sep 2015 16:24:48 GMT	http://www.indeed.com/viewjob?jk=f2aa167d8fb4a920&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
software engineer	10001	30	100	fulltime	0	– Ruby on Rails – Fast Growing Startup with $135M in Funding Are you a Senior Software Engineer with solid Ruby on Rails experience who is passionate about crafting software that impacts the lives of customers and coworkers alike Are you a Ruby on Rails Engineer looking to solve challenging problems for a massively funded tech startup If so, this might be the role for you. This New York based start-up who recently received a multibillion dollar valuation is looking for a driven and motivated Ruby on Rails Software Engineer to play an integral role in an ever-growing Technology team. As the Ruby on Rails Engineer, you will create software to manage the forecasting, purchasing, preparation, and logistics nationwide. The nature of the business carries with it unique supply chain and logistical challenges that require purpose-built solutions and data analysis. Their technology stack includes Ruby on Rails, PostgreSQL, and RSpec. The ideal candidate will have a strong understanding of open source technologies and excited to learn new technologies including Ember and Backbone. What You Will Be Doing: Take ownership of the product from start to finish Build new custom software and automation tools that immediately impacts consumers Evaluate, design, and implement new features to provide more enjoyable experiences for their users Collaborate to understand and solve unique scheduling and logistics challenges Build tools to solve complex operational workflows What You Need: Professional programming experience building a large scale Ruby on Rails application, preferably consumer facing Solid understanding of object oriented architecture and design for web application development Experience optimizing web applications and relational databases for high traffic and performance Bachelor’s degree in Computer Science or equivalent What You Get: Competitive salary + Equity Comprehensive health package Commuter Benefits Open vacation policy MacBook Pro or Air Prime location in NYC’s SoHo neighborhood Fully stocked kitchen So, if you are a Senior Ruby on Rails Engineer looking to join a fast-growing well-funded startup that has tripled its volume over the last 6 months, apply today. Interviews are being scheduled immediately.	Senior Software Engineer	FILD	New York	NY	New York, NY	FILD	Sat, 17 Oct 2015 09:35:00 GMT	http://www.indeed.com/viewjob?jk=4e23c2d5bb909cfb&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2f5UJpniHyY0aNQMQlgR7TJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3kee7dt18e85ti
